P1_quad_10_10	4	9	6	0.004774600000018836	-24.708816068555333
P2_quad_10_1000	7	15	9	0.007839699999749428	-673.628522879982
P3_quad_1000_10	6	13	8	0.6768255999995745	-2014.9674990671908
P4_quad_1000_1000	9	19	11	1.5371928000004118	-71463.47878017538
P5_quartic_1	3	7	5	0.000267100000201026	9.936324867648409e-27
P6_quartic_2	12	25	14	0.0012501000001066132	0.0007037872652871126
P7_rosenbrock_2	32	65	34	0.0026380999997854815	8.62295470176694e-15
P8_rosenbrock_100	1000	2001	1002	0.5790034999999989	3.989874616988247
P9_DataFit_2	7	15	9	0.0008156999992934288	1.950864213864176e-16
P10_Exponential_10	12	25	14	0.0007866000005378737	-0.20557277859317552
P11_Exponential_100	14	29	16	0.013243299999885494	-0.20557258229489414
P12_Genhumps_5	47	95	49	0.006569600000148057	6.45132708019534e-11
