P1_quad_10_10	26	53	54	0.026964299962855875	-24.708816068554963
P2_quad_10_1000	55	111	112	0.04508119996171445	-673.6285228799352
P3_quad_1000_10	31	63	64	5.433432599995285	-2014.9674990614524
P4_quad_1000_1000	366	733	734	69.38052879995666	-71463.47878011492
P5_quartic_1	3	7	8	0.0002136999974027276	1.1206803822756814e-19
P6_quartic_2	28	125	58	0.0022621999960392714	0.001268160267795959
P7_rosenbrock_2	33	86	68	0.0020557999378070235	1.8660377562064576e-13
P8_rosenbrock_100	7	24	16	0.011396800051443279	3.9899748106028396
P9_DataFit_2	14	37	30	0.0013829999370500445	3.802134376077239e-12
P10_Exponential_10	19	41	40	0.0011492000194266438	-0.205572805386996
P11_Exponential_100	10	24	22	0.011137000052258372	-0.20557280899083802
P12_Genhumps_5	72	188	146	0.01411499991081655	7.226066968206696e-09
